ANO;PROCESSO ;CONVENENTE;SIAFI/SICONV;CONVÊNIO;OFÍCIO DA AECI;ENTREGUE NO TCU
2014;72031.012116/2010-15;Prefeitura Municipal de Imbituba/SC;702867;702867/2008;Ofício nº 2149/2014/AECI/MTur;07/01/2015
2014;72031.013160/2012-42;Prefeitura Municipal de Paramoti/CE;634370;859/2008;Ofício nº 2150/2014/AECI/MTur;07/01/2015
2014;72031.006044/2011-58;Prefeitura Municipal de Paranatinga/MT;622159;1059/2007;Ofício nº 2151/2014/AECI/MTur;07/01/2015
2014;72031.004945/2009-91;Instituto Mundial de Desenvolvimento e da Cidadania – IMDC/MG;650581;702246/2008;Ofício nº 2152/2014/AECI/MTur;07/01/2015
2014;72031.008454/2013-84;Prefeitura Municipal de Caputira/MG;704380;704380/2009;Ofício nº 2158/2014/AECI/MTur;07/01/2015
2014;72031.008146/2011-16;Instituto de Desenvolvimento da Organização Nacional de Excelência Administrativa - IDONEA ;704180;735/2009;Ofício nº 2159/2014/AECI/MTur;07/01/2015
2014;72031.008438/2011-41;Prefeitura Municipal de Rio da Conceição/TO;722473;1.645/2009;Ofício nº 2160/2014/AECI/MTur;07/01/2015
2014;72031.016432/2010-66;Prefeitura Municipal de Assaré/CE;703045;703045/2009;Ofício nº 2161/2014/AECI/MTur;07/01/2015
2014;72031.006436/2012-06;Prefeitura Municipal de Getulina/SP;734271;734271/2010;Ofício nº 2162/2014/AECI/MTur;07/01/2015
2014;72031.009529/2011-01;Centro de Pesquisa e Promoção Cultural - CEPEC/MG;704181;624/2009;Ofício nº 2163/2014/AECI/MTur;07/01/2015
2014;72031.002659/2011-13;Prefeitura Municipal de Pirenópolis/GO;721791;1589/2009;Ofício nº 2164/2014/AECI/MTur;07/01/2015
2014;72031.006391/2013-42;Prefeitura Municipal de Joanópolis/SP;633832;756/2008;Ofício nº 2165/2014/AECI/MTur;07/01/2015
2014;72031.004326/2013-82;Prefeitura Municipal de Nilo Peçanha/BA;723890;1757/2009;Ofício nº 2166/2014/AECI/MTur;07/01/2015
2014;72031.002516/2009-89;Prefeitura Municipal de Uraí/PR;562960;156/2006;Ofício nº 2167/2014/AECI/MTur;07/01/2015
2014;72031.006299/2010-30;Prefeitura Municipal de Antônio Martins/RN;629175;123/2008;Ofício nº 2168/2014/AECI/MTur;07/01/2015
2014;72031.013342/2010-13;Prefeitura Municipal de Santa Vitória do Palmar/RS;702954;702954/2009;Ofício nº 2169/2014/AECI/MTur;07/01/2015
2014;72031.004930/2013-17;Prefeitura Municipal de Bom Jesus dos Perdões/SP;704164;704164/2009;Ofício nº 2170/2014/AECI/MTur;07/01/2015
2014;72031.002660/2011-30;Prefeitura Municipal de Satuba/AL;732.853/2010;732853/2010;Ofício nº 2171/2014/AECI/MTur;07/01/2015
2014;72031.006399/2013-17;Prefeitura Municipal de Estância/SE;736291;546/2010;Ofício nº 2172/2014/AECI/MTur;07/01/2015
2014;72031.008440/2011-10;Associação Brasileira dos Amigos do Vinho - ABAVI;702266;702266/2008;Ofício nº 2173/2014/AECI/MTur;07/01/2015
2014;72031.009190/2011-35;Prefeitura Municipal de Colônio de Leopoldina/AL;703577;362/2009;Ofício nº 2174/2014/AECI/MTur;07/01/2015
2014;72031.006807/2010-80;Prefeitura Municipal de Paratinga/BA;620229;889/2007;Ofício nº 2175/2014/AECI/MTur;07/01/2015
2014;72031.004325/2013-38;Prefeitura Municipal de Tuparetama/PE;703663;703663/2009;Ofício nº 2176/2014/AECI/MTur;07/01/2015
2014;72031.007029/2013-99;Prefeitura Municipal de Sãp João de Iracema/SP;631620;500/2008;Ofício nº 2177/2014/AECI/MTur;07/01/2015
2014;72031.007247/2013-23;Prefeitura Municipal de Argirita/MG;701367;701367/2008;Ofício nº 2178/2014/AECI/MTur;07/01/2015
2014;72031.009381/2013-69;Instituto Mineiro de Desenvolvimento e da Cidadania - IMDC/MG;623751;13/2008;Ofício nº 2183/2014/AECI/MTur;07/01/2015
2014;72031.007203/2013-01;Prefeitura Municipal de Jales/SP;704152;0718/2009;Ofício nº 1883/2014/AECI/MTur;06/01/2015
2014;72031.003201/2012-54;Prefeitura Municipal de Riacho de Santo Antônio/PB;634932;1037/2008;Ofício nº 1884/2014/AECI/MTur;06/01/2015
2014;72031.001399/2011-51;Prefeitura Municipal de Echaporã/SP;702253;702253/2008;Ofício nº 1885/2014/AECI/MTur;06/01/2015
2014;72031.007214/2013-83;Prefeitura Municipal de Indiaporã/SP;703283;703283/2009;Ofício nº 1888/2014/AECI/MTur;06/01/2015
2014;72031.007251/2013-91;Prefeitura Municipal de Turiúba/SP;704184;704184/2009;Ofício nº 1891/2014/AECI/MTur;06/01/2015
2014;72031.009634/2013-02;Prefeitura Municipal de Ituverava/SP;731958;731958/2010;Ofício nº 1892/2014/AECI/MTur;06/01/2015
2014;72031.006236/2012-45;Prefeitura Municipal de Nova Campina/SP;738453;738453/2010;Ofício nº 1893/2014/AECI/MTur;06/01/2015
2014;72031.009997/2011-78;ONG FONTE - Frente Organizada para Temática Étnica ;594580;229/2007;Ofício nº 1895/2014/AECI/MTur;06/01/2015
2014;72031.009931/2011-88;Prefeitura Municipal de Salles/SP;735850;735850/2010;Ofício nº 1902/2014/AECI/MTur;06/01/2015
2014;72031.004755/2011-98;Prefeitura Municipal de Pacaembu/SP;732383;732383/2010;Ofício nº 1903/2014/AECI/MTur;06/01/2015
2014;72031.005329/2011-71;Prefeitura Municipal de Zabelê/PB;735689;473/2010;Ofício nº 1908/2014/AECI/MTur;06/01/2015
2014;72031.013345/2010-57;Prefeitura Municipal de Lucena/PB;704326;704326/2009;Ofício nº 1909/2014/AECI/MTur;06/01/2015
2014;72031.013246/2010-75;Prefeitura Municipal de Paramoti/CE;703748;703748/2009;Ofício nº 1911/2014/AECI/MTur;06/01/2015
2014;72031.008755/2013-29;Prefeitura Municipal de Araponga/MG;737574;0760/2010;Ofício nº 1912/2014/AECI/MTur;06/01/2015
2014;72031.008929/2013-53;Associação Brasileira das Empresas de Transporte Aéreo Regional - ABETAR;629187;0431/2008;Ofício nº 1917/2014/AECI/MTur;06/01/2015
2014;72031.006737/2012-21;Prefeitura Municipal de Rubiácea/SP;741312;1058/2010;Ofício nº 1918/2014/AECI/MTur;06/01/2015
2014;72031.009838/2013-35;Prefeitura Municipal de Poço de José de Moura/PB;739354;0920/2010;Ofício nº 1920/2014/AECI/MTur;06/01/2015
2014;72031.001449/2011-08;Prefeitura Municipal de Frei Martinho/PB;706011;706011/2009;Ofício nº 1921/2014/AECI/MTur;06/01/2015
2014;72031.008243/2013-62;Prefeitura Municipal de Serra Branca/PB;634060;0459/2008;Ofício nº 1926/2014/AECI/MTur;06/01/2015
2014;72031.001633/2011-40;Prefeitura Municipal de Alexância/GO;732856;732856/2010;Ofício nº 1930/2014/AECI/MTur;06/01/2015
2014;72031.005635/2010-27;Premium Avança Brasil;650068;702904/2008;Ofício nº 1931/2014/AECI/MTur;06/01/2015
2014;72031.010054/2011-98;Associação Cria Brasil de Assessoria, Consultoria e Desenvolvimento de Ações Socias, e de Cultura, Meio Ambiente, Turismo, Educação e de Cidadania.;702975;702975/2009;Ofício nº 1935/2014/AECI/MTur;06/01/2015
2014;72031.016516/2010-08;Prefeitura Municipal de Getulina/SP;703310;703310/2009;Ofício nº 1936/2014/AECI/MTur;06/01/2015
2014;72031.001629/2011-81;Prefeitura Municipal de Nipoã/SP;734521;734521/2010;Ofício nº 1938/2014/AECI/MTur;06/01/2015
2014;72031.008678/2012-26;Centro Brasil Trabalho - CBT;622947;786/2007;Ofício nº 1939/2014/AECI/MTur;06/01/2015
2014;72031.006046/2011-47;Prefeitura Municipal de Carmo do Rio Claro/MG;703620;703620/2009;Ofício nº 1944/2014/AECI/MTur;06/01/2015
2014;72031.004388/2011-22;Prefeitura Municipal de Dores do Turvo/MG;629289;592/2008;Ofício nº 1945/2014/AECI/MTur;06/01/2015
2014;72031.006806/2010-35;Prefeitura Municipal de Vargem Alegre/MG;629361;616/2008;Ofício nº 1946/2014/AECI/MTur;06/01/2015
2014;72031.008722/2013-89;Prefeitura Municipal de Milhã/CE;741293;741293/2010;Ofício nº 1960/2014/AECI/MTur;06/01/2015
2014;72031.007817/2013-85;Prefeitura Municipal de Cabaceiras do Paranguaçu/BA;716161;716161/2009;Ofício nº 1964/2014/AECI/MTur;06/01/2015
2014;72031.005981/2010-13;Prefeitura Municipal de  Itiúba/BA;564106;305/2009;Ofício nº 1966/2014/AECI/MTur;06/01/2015
2014;72031.004953/2010-71;Prefeitura Municipal de Casa Nova/BA;704025;704025/2009;Ofício nº 1967/2014/AECI/MTur;06/01/2015
2014;72031.008773/2013-19;Fundação Cultural Capitania das Artes/Natal/RN;634928;0304/2008;Ofício nº 1969/2014/AECI/MTur;06/01/2015
2014;72031.008542/2013-05;Prefeitura Municipal de Santa Maria/RN;738450;738450/2010;Ofício nº 1970/2014/AECI/MTur;06/01/2015
2014;72031.004660/2010-93;Associação Cria Brasil de Assessoria, Consultoria e Desenvolvimento de Ações Socias, e de Cultura, Meio Ambiente, Turismo, Educação e de Cidadania - Cria Brasil;702956;702956/2009;Ofício nº 1975/2014/AECI/MTur;06/01/2015
2014;72031.004596/2011-21;Prefeitura Municipal de Marechal Deodoro/AL;737584;737584/2010;Ofício nº 1993/2014/AECI/MTur;06/01/2015
2014;72031.007098/2011-31;Instituto de Desenvolvimento da Organização Nacional de Excelência Administrativa – IDONEA/PR;703284;192/2009;Ofício nº 1995/2014/AECI/MTur;06/01/2015
2014;72031.013163/2010-86;Prefeitura Municipal de  Brejetuba/ES;640120;989/2008;Ofício nº 1999/2014/AECI/MTur;06/01/2015
2014;72031.007071/2013-18;Associação Cultural e Beneficiente Nipo - Brasileira de Curitiba - Nikkei Curitiba;737526;0702/2010;Ofício nº 2002/2014/AECI/MTur;06/01/2015
2014;72031.007093/2013-70;Prefeitura Municipal de Alto Piquiri/PR;737569;737569/2010;Ofício nº 2003/2014/AECI/MTur;06/01/2015
2014;72031.015717/2010-80;Prefeitura Municipal de Ponte Branca/MT;720493;720493/2009;Ofício nº 2008/2014/AECI/MTur;06/01/2015
2014;72031.007820/2013-07;Prefeitura Municipal de Patobé/RS;755552;0074/2011;Ofício nº 2010/2014/AECI/MTur;06/01/2015
2014;72031.004067/2011-28;Fórum Internacional de Comunicação da Ecologia e Turismo-Ficet;748358;748358/2010;Ofício nº 2011/2014/AECI/MTur;06/01/2015
2014;72031.006736/2013-68;Prefeitura Municipal de Lábrea/AM;724852;724852/2009;Ofício nº 2015/2014/AECI/MTur;06/01/2015
2014;72031006943/2011-51;Prefeitura Municipal de Anori/AM;598123;549/2007;Ofício nº 2020/2014/AECI/MTur;06/01/2015
2014;72031.007818/2013-20;Instituto Paidéia de Expressão e Comunicação;734956;0426/2010;Ofício nº 2021/2014/AECI/MTur;06/01/2015
2014;72031.009792/2011-92;Instituto Projeto Viver ;734024;350/2010;Ofício nº 2022/2014/AECI/MTur;06/01/2015
2014;72031012115/2010-71;Prefeitura Municipal de Centralina/MG;702815;702815/2008;Ofício nº 2023/2014/AECI/MTur;06/01/2015
2014;72031001557/2011-72;Prefeitura Municipal de Maraã/AM;728593;728.593/2009;Ofício nº 2024/2014/AECI/MTur;06/01/2015
2014;72031.008898/2013-31;Prefeitura Municipal de Porto Esperidião/MT;704635;704635/2009;Ofício nº 2025/2014/AECI/MTur;06/01/2015
2014;72031.006739/2013-00;Prefeitura Municipal de Inhapim/MG;718080;1423/2009;Ofício nº 2028/2014/AECI/MTur;06/01/2015
2014;72031.008895/2013-05;Prefeitura Municipal de Frei Inocêncio/MG;742100;742100/2010;Ofício nº 2029/2014/AECI/MTur;06/01/2015
2014;72031.013796/2010-94;Prefeitura Municipal de Raul Soares/MG;702660;702660/2008;Ofício nº 2030/2014/AECI/MTur;06/01/2015
2014;72031.012915/2010-91;Prefeitura Municipal de Itabaiana/PB;704671;704671/2009;Ofício nº 2032/2014/AECI/MTur;06/01/2015
2014;72031.013847/2010-88;Fundação de Cultura, Assitência e Saúde da Paraíba;703613;703613/2009;Ofício nº 2033/2014/AECI/MTur;06/01/2015
2014;72031.000734/2012-84;Associação dos Moradores do Campinho;701345;701345/2008;Ofício nº 2040/2014/AECI/MTur;06/01/2015
2014;72031.016476/2010-96;Prefeitura Municipal de Matinhas/PB;700767;700767/2008;Ofício nº 2042/2014/AECI/MTur;06/01/2015
2014;72031.008792/2013-37;Prefeitura Municipal de Cupira/PE;713520;713520/2009;Ofício nº 2044/2014/AECI/MTur;06/01/2015
2014;72100.000025/2013-19;Federação Brasileira de Convention & Visitors Bureaux;593517;12/2007.;Ofício nº 2045/2014/AECI/MTur;06/01/2015
2014;72031.008791/2011-21;Prefeitura Municipal de Nilo Peçanha/BA;740848;740848/2010;Ofício nº 2046/2014/AECI/MTur;06/01/2015
2014;72031.008378/2013-28;Prefeitura Municipal de Canudos/BA;706139;1138/2009;Ofício nº 2047/2014/AECI/MTur;06/01/2015
2014;72031.007890/2013-57;Prefeitura Municipal de Cortês;629851;796/2008;Ofício nº 2056/2014/AECI/MTur;06/01/2015
2014;72031.009370/2011-17;Prefeitura Municipal de Ibirajuba/PE;628165;804/2008;Ofício nº 2061/2014/AECI/MTur;06/01/2015
2014;72031.013843/2010-08;Prefeitura Municipal de Tuparetama/PE;702151 e 704604;702151/2008 e 704604/2009;Ofício nº 2063/2014/AECI/MTur;06/01/2015
2014;72031.012907/2010-45;Prefeitura Municipal de  Bélem de Maria/PE;632872;809/2009;Ofício nº 2064/2014/AECI/MTur;06/01/2015
2014;72031.015341/2010-11;Prefeitura Municipal de Solidão/PE;629141;504/2008;Ofício nº 2065/2014/AECI/MTur;06/01/2015
2014;72031.007103/2013-77;Prefeitura Municipal de Buritizeiro/MG;739389;739389/2010;Ofício nº 2072/2014/AECI/MTur;06/01/2015
2014;72031.001038/2011-12;Prefeitura Municipal de Itabirinha/MG;700108;700108/2008;Ofício nº 2073/2014/AECI/MTur;06/01/2015
2014;72031.008441/2011-64;Prefeitura Municipal de Barra dos Coqueiros/SE;624568;14/2008;Ofício nº 2080/2014/AECI/MTur;06/01/2015
2014;72031.009905/2013-11;Prefeitura Municipal de Cumbe/ES;732287;0129/2010;Ofício nº 2083/2014/AECI/MTur;06/01/2015
2014;72031.003614/2011-58;Piauí Turismo - PIEMTur;702522;702522/2008;Ofício nº 2084/2014/AECI/MTur;06/01/2015
2014;72031.003705/2009-36;Fundação Dr. José Abel Modesto Amorim;564193;206/2006;Ofício nº 2087/2014/AECI/MTur;06/01/2015
2014;72031.008253/2013-06;Associação Sergipana de Blocos de Trio/ASBT/SE;732942;732942/2010;Ofício nº 2093/2014/AECI/MTur;06/01/2015
2014;72031.007021/2013-22;Prefeitura Municipal de Trindade/PE;723768;1.729/2009;Ofício nº 2096/2014/AECI/MTur;06/01/2015
2014;72031.001239/2010-21;Prefeitura Municipal de Japurá/AM;702143;702143/2008;Ofício nº 2097/2014/AECI/MTur;06/01/2015
2014;72031.007096/2013-11;Prefeitura Municipal de Solonópole/CE;734873;734873/2010;Ofício nº 2098/2014/AECI/MTur;06/01/2015
2014;72031.006628/2013-95;Prefeitura Municipal de Independência/CE;706347;706347/2009;Ofício nº 2099/2014/AECI/MTur;06/01/2015
2014;72031.006237/2012-90;Prefeitura Municipal de Alto Santo/CE;700728;700728/2008;Ofício nº 2100/2014/AECI/MTur;06/01/2015
2014;72031.009207/2010-73;Prefeitura Municipal de Bugre/MG;626677;214/2008;Ofício nº 2104/2014/AECI/MTur;06/01/2015
2014;72031.000245/2011-41;Prefeitura Municipal de Nova Palmeira/PB;732604;732604/2010;Ofício nº 2130/2014/AECI/MTur;06/01/2015
2014;72031.002249/2012-45;Associação Sergipana de Blocos de Trio - ASBT;703311;703311/2009;Ofício nº 1721/2014/AECI/MTur;12/11/2014
2014;72031.008906/2010-04;Instituto de Desenvolvimento da Organização Nacional de Excelência Administrativa – IDONEA/PR;704563;704563/2009;Ofício nº 1722/2014/AECI/MTur;12/11/2014
2014;72031.001125/2013-23;Agnelo Pacheco Criação e Propaganda Ltda.;NÃO TEM;NÃO TEM;Ofício nº 1723/2014/AECI/MTur;12/11/2014
2014;72031.000659/2009-56;Prefeitura Municipal de Belo Campo/BA;633781;819/2008;Ofício nº 1724/2014/AECI/MTur;12/11/2014
2014;72031.006634/2013-42;Prefeitura Municipal de São José da Coroa Grande/PE;719185;1.456/2009;Ofício nº 1726/2014/AECI/MTur;12/11/2014
2014;72031.004393/2011-35;Prefeitura Municipal de Barroquinha/CE;633833;793/2008;Ofício nº 1727/2014/AECI/MTur;12/11/2014
2014;72031.007211/2013-40;Instituto Quero-Quero;728341;728341/2009;Ofício nº 1728/2014/AECI/MTur;12/11/2014
2014;72031.004145/2013-56;Associação Brasileira das Empresas de Transporte Aéreo Regional - ABETAR;749123;1.463/2010;Ofício nº 1729/2014/AECI/MTur;12/11/2014
2014;72031.008468/2010-76;Prefeitura Municipal de Uarini/AM;615152;680/2007;Ofício nº 1670/2014/AECI/MTur;31/10/2014
2014;72031.006368/2013-58;Prefeitura Municipal de Rio Manso/MG;741207;741207/2010;Ofício nº 1594/2014/AECI/MTur;16/10/2014
2014;72031.008261/2011-82;Prefeitura Municipal de Joaquim Nabuco/PE;624563;048/2008;Ofício nº 1595/2014/AECI/MTur;16/10/2014
2014;72031.007361/2011-91;Prefeitura Municipal de Altaneira/CE;631594;703/2008;Ofício nº 1596/2014/AECI/MTur;16/10/2014
2014;72031.013827/2010-15;Prefeitura Municipal de Mucajaí/RR;703144;703144/2009;Ofício nº 1598/2014/AECI/MTur;16/10/2014
2014;72031.008774/2013-55;Prefeitura Municipal de Santa Luzia/PB;592836;158/2007;Ofício nº 1599/2014/AECI/MTur;16/10/2014
2014;00190.014779/2012-01;Prefeitura Municipal de Ibiapina;442502;Contrato de Repasse nº 124.084-11/2001;Ofício nº 1600/2014/AECI/MTur;16/10/2014
2014;72031.005917/2013-77;Associação Brasileira de Surf na Pororoca - ABRASPO;703672;703672/2009;Ofício nº 1567/2014/AECI/MTur;15/10/2014
2014;72031.001388/2011-71;Prefeitura Municipal de Reduto/MG;703564;703564/2009;Ofício nº 1568/2014/AECI/MTur;15/10/2014
2014;72031.001384/2011-92;Prefeitura Municipal de Japonvar/MG;703719;703719/2009;Ofício nº 1569/2014/AECI/MTur;15/10/2014
2014;72031.009482/2013-30;Prefeitura Municipal de São Pedro dos Ferros/MG;700063;700063/2008;Ofício nº 1570/2014/AECI/MTur;15/10/2014
2014;72031.008760/2013-31;Instituto Mundial de Desenvolvimento e da Cidadania – IMDC/MG;702395;1603/2008;Ofício nº 1571/2014/AECI/MTur;15/10/2014
2014;72031.006786/2012-64;Prefeitura Municipal de Barra do Turvo/SP;741805;741805/2010;Ofício nº 1572/2014/AECI/MTur;15/10/2014
2014;72031.005931/2011-17;Prefeitura Municipal de Nipoã/SP;734529;734529;Ofício nº 1573/2014/AECI/MTur;15/10/2014
2014;72031.009933/2011-77;Prefeitura Municipal de Campos Novos Paulista/SP;741305;1067/2010;Ofício nº 1574/2014/AECI/MTur;15/10/2014
2014;72031.004387/2011-88;Prefeitura Municipal de Pacajá/CE;630693;516/2008;Ofício nº 1575/2014/AECI/MTur;15/10/2014
2014;00190.017826/2012-60;Prefeitura Municipal de Balsa Nova/PR;600048;Contrato de Repasse n° 238.375-55/2007;Ofício nº 1576/2014/AECI/MTur;15/10/2014
2014;72031.001452/2011-13;Agência para a Promoção do Desenvolvimento Sustentado - PRODESUL;703759;703759/2009;Ofício nº 1577/2014/AECI/MTur;15/10/2014
2014;72031.009426/2013-03;Fundação Dr. José Abel Modesto Amorim;564047;207/2006;Ofício nº 1578/2014/AECI/MTur;15/10/2014
2014;72031.001448/2011-55;Associação Folclórica Cultura Boi Bumbá Malhadinho;702349;702349/2008;Ofício nº 1579/2014/AECI/MTur;15/10/2014
2014;72031.003204/2012-98;Instituto de Desenvolvimento da Organização Nacional de Excelência Administrativa – IDONEA/PR;704894;704894;Ofício nº 1550/2014/AECI/MTur;14/10/2014
2014;72031.010518/2011-66;Oscip Tercon Brasil;724404;424404/2009;Ofício nº 1551/2014/AECI/MTur;14/10/2014
2014;72031.000959/2013-11;Premium Avança Brasil;703296;703296;Ofício nº 1552/2014/AECI/MTur;14/10/2014
2014;72031.003604/2013-84;Associação do Clube do Rodeio Gigante Vermelho de Candido Mota;737577;0779/2010;Ofício nº 1553/2014/AECI/MTur;14/10/2014
2014;72031.001380/2011-12;Instituto Arte, Cia e Cidadania;737573;737573/2010;Ofício nº 1554/2014/AECI/MTur;14/10/2014
2014;72031.009962/2011-39;Agência para a Promoção do Desenvolvimento Sustentado - PRODESUL;702340;702340/2008;Ofício nº 1555/2014/AECI/MTur;14/10/2014
2014;72031.007563/2011-33;Instituto de Pesquisa e Ação Modular - IPAM/DF;732159;732159;Ofício nº 1556/2014/AECI/MTur;14/10/2014
2014;72031.001238/2010-86;Fundação Museu Étnico do Nordeste - Funet;702351;702351/2008;Ofício nº 1557/2014/AECI/MTur;14/10/2014
2014;72031.006350/2013-56;Prefeitura Municipal de São Geraldo do Baixio/MG;701049;1366/2008;Ofício nº 1384/2014/AECI/MTur;25/09/2014
2014;72031.008443/2013-15;Prefeitura Municipal de Martins Soares/MG;717253;1.383/2009;Ofício nº 1387/2014/AECI/MTur;25/09/2014
2014;72031.002508/2009-32;Prefeitura Municipal de Mendes Pimentel/MG;593683;335/2007;Ofício nº 1388/2014/AECI/MTur;25/09/2014
2014;72031.007358/2010-97;Prefeitura Municipal de Coroaci/MG;600725;799/2007;Ofício nº 1390/2014/AECI/MTur;25/09/2014
2014;72031.006791/2010-13;Prefeitura Municipal de Cariús/CE;620808;1.035/2007;Ofício nº 1394/2014/AECI/MTur;25/09/2014
2014;72031.008456/2013-94;Prefeitura Municipal Alto Santo/CE;629788;1001/2008;Ofício nº 1395/2014/AECI/MTur;25/09/2014
2014;72031.012917/2010-81;Prefeitura Municipal de Picuí/PB;700286;1270/2008;Ofício nº 1402/2014/AECI/MTur;25/09/2014
2014;72031.009044/2013-71;Prefeitura Municipal de Americana/SP;736104;736104/2008;Ofício nº 1408/2014/AECI/MTur;25/09/2014
2014;72031.008753/2013-30;Prefeitura Municipal de Rio Largo/AL;721104;1572/2009;Ofício nº 1411/2014/AECI/MTur;25/09/2014
2014;72031.008166/2013-41;Prefeitura Municipal de Canarana/BA;704634;0912/2009;Ofício nº 1414/2014/AECI/MTur;25/09/2014
2014;72031.008140/2013-01;Prefeitura Municipal de Cajueiro/AL;709683;709683/2009;Ofício nº 1419/2014/AECI/MTur;25/09/2014
2014;72031.013337/2010-19;Liga Independente de Quadrilhas Juninas do Distrito Federal e Entorno;704343;799/2009;Ofício nº 1422/2014/AECI/MTur;25/09/2014
